user_vec,shop_vec,dist_score,distance [m],cosθ,oaiso_score,id,shop_name,URL,genre,oaiso_genre,lat,lng,address
"0,1,0,0,0.5,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.12805694090736366,87.19430590926363,0.0,0.12805694090736366,31674,鳥はな,https://tabelog.com/tokyo/A1304/A130401/13058653/,焼鳥,Ｂ級和食,35.69425194,139.7043694,東京都新宿区新宿5丁目18-18
"0,1,0,0,0.5,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.0901084869205306,90.98915130794694,0.0,0.0901084869205306,31504,しの,https://tabelog.com/tokyo/A1304/A130401/13074654/,居酒屋,居酒屋,35.69389278,139.7025458,東京都新宿区歌舞伎町1-1-9新宿ゴールデン街
"0,1,0,0,0.5,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.08230686381457972,91.76931361854203,0.0,0.08230686381457972,28042,トト バー,https://tabelog.com/tokyo/A1304/A130401/13118649/,バー、居酒屋・ダイニングバー（その他）,バー・お酒,35.69399389,139.7025528,東京都新宿区歌舞伎町1-1-8花園三番街2F
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.17350996856273626,82.64900314372638,0.471404520791,0.5023225372336622,31579,追い風,https://tabelog.com/tokyo/A1304/A130401/13103148/,バー,バー・お酒,35.69406028,139.7026767,東京都新宿区歌舞伎町1-1-7新宿ゴールデン街花園五番街2F
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.30235692115345886,69.76430788465412,0.38490017946,0.48945669462940955,31455,エポカ,https://tabelog.com/tokyo/A1304/A130401/13169813/,バー,バー・お酒,35.69401167,139.7028075,東京都新宿区歌舞伎町1-1-7花園三番街
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.12805694090736366,87.19430590926363,0.471404520791,0.4884882827016163,31674,鳥はな,https://tabelog.com/tokyo/A1304/A130401/13058653/,焼鳥,Ｂ級和食,35.69425194,139.7043694,東京都新宿区新宿5丁目18-18
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.0901084869205306,90.98915130794694,0.471404520791,0.47993933120481974,31504,しの,https://tabelog.com/tokyo/A1304/A130401/13074654/,居酒屋,居酒屋,35.69389278,139.7025458,東京都新宿区歌舞伎町1-1-9新宿ゴールデン街
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.41233758369502427,58.766241630497575,0.0,0.41233758369502427,26176,とめ手羽 新宿店,https://tabelog.com/tokyo/A1304/A130401/13099197/,居酒屋、鳥料理、馬肉料理,創作料理・無国籍料理,35.69404318,139.7041486,東京都新宿区新宿5-18-20ルックハイツ新宿2Ｆ
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.12921591006776878,87.07840899322312,0.38490017946,0.4060109599047665,26198,こっこめ,https://tabelog.com/tokyo/A1304/A130401/13059305/,居酒屋、ダイニングバー、焼酎バー,バー・お酒,35.69421417,139.7027033,東京都新宿区歌舞伎町1‐1‐5新宿花園ゴールデン街まねき通り2Fこのお店は「新宿区新宿3-11-2」から移転しています。※移転前の情報は最新のものとは異なります。移転前の店舗情報を見る
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.39704634852020126,60.29536514797987,0.0,0.39704634852020126,26036,世界の山ちゃん 新宿花園店,https://tabelog.com/tokyo/A1304/A130401/13049445/,居酒屋、鳥料理、鍋（その他）,焼肉・ホルモン・鍋,35.69394083,139.7042036,東京都新宿区新宿5-18-17
"0,1,0,0,0,0.5,1,1,0","0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.26471024114833214,73.52897588516679,0.0,0.26471024114833214,28894,ブライアンバー ジー,https://tabelog.com/tokyo/A1304/A130401/13130438/,バー、ダイニングバー、ワインバー,バー・お酒,35.69392667,139.7027436,東京都新宿区歌舞伎町1-1-8新宿ゴールデン街花園一番街
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.2038776087716242,79.61223912283758,0.0,0.2038776087716242,26209,赤花,https://tabelog.com/tokyo/A1304/A130401/13144397/,沖縄料理,高級和食,35.69395806,139.7026814,東京都新宿区歌舞伎町1-1-8花園三番街
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.19335041738812833,80.66495826118717,0.0,0.19335041738812833,30549,bar plastic model,https://tabelog.com/tokyo/A1304/A130401/13004138/,バー,バー・お酒,35.69371111,139.7026719,東京都新宿区歌舞伎町1-1-10新宿ゴールデン街G2通り1F
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12689326779379456,87.31067322062054,0.0,0.12689326779379456,30531,カナル 新宿,https://tabelog.com/tokyo/A1304/A130401/13000017/,フレンチ,洋食・西洋料理,35.69306583,139.7037219,東京都新宿区新宿5-17-6三光町ハイム　Ｂ１Ｆ
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12635656338984647,87.36434366101535,0.0,0.12635656338984647,29945,オセロ,https://tabelog.com/tokyo/A1304/A130401/13114161/,ダイニングバー、洋食、バー,洋食・西洋料理,35.6930916,139.703849,東京都新宿区新宿5-17-6中田ビル3F
"0,1,0,0,0,0.5,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.08230686381457972,91.76931361854203,0.0,0.08230686381457972,28042,トト バー,https://tabelog.com/tokyo/A1304/A130401/13118649/,バー、居酒屋・ダイニングバー（その他）,バー・お酒,35.69399389,139.7025528,東京都新宿区歌舞伎町1-1-8花園三番街2F
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.41233758369502427,58.766241630497575,0.0,0.41233758369502427,26176,とめ手羽 新宿店,https://tabelog.com/tokyo/A1304/A130401/13099197/,居酒屋、鳥料理、馬肉料理,創作料理・無国籍料理,35.69404318,139.7041486,東京都新宿区新宿5-18-20ルックハイツ新宿2Ｆ
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.39704634852020126,60.29536514797987,0.0,0.39704634852020126,26036,世界の山ちゃん 新宿花園店,https://tabelog.com/tokyo/A1304/A130401/13049445/,居酒屋、鳥料理、鍋（その他）,焼肉・ホルモン・鍋,35.69394083,139.7042036,東京都新宿区新宿5-18-17
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.30235692115345886,69.76430788465412,0.0,0.30235692115345886,31455,エポカ,https://tabelog.com/tokyo/A1304/A130401/13169813/,バー,バー・お酒,35.69401167,139.7028075,東京都新宿区歌舞伎町1-1-7花園三番街
"0,1,0,0,0,0.5,1,0,1","0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.26471024114833214,73.52897588516679,0.0,0.26471024114833214,28894,ブライアンバー ジー,https://tabelog.com/tokyo/A1304/A130401/13130438/,バー、ダイニングバー、ワインバー,バー・お酒,35.69392667,139.7027436,東京都新宿区歌舞伎町1-1-8新宿ゴールデン街花園一番街
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.2038776087716242,79.61223912283758,0.0,0.2038776087716242,26209,赤花,https://tabelog.com/tokyo/A1304/A130401/13144397/,沖縄料理,高級和食,35.69395806,139.7026814,東京都新宿区歌舞伎町1-1-8花園三番街
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.19335041738812833,80.66495826118717,0.0,0.19335041738812833,30549,bar plastic model,https://tabelog.com/tokyo/A1304/A130401/13004138/,バー,バー・お酒,35.69371111,139.7026719,東京都新宿区歌舞伎町1-1-10新宿ゴールデン街G2通り1F
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.17350996856273626,82.64900314372638,0.0,0.17350996856273626,31579,追い風,https://tabelog.com/tokyo/A1304/A130401/13103148/,バー,バー・お酒,35.69406028,139.7026767,東京都新宿区歌舞伎町1-1-7新宿ゴールデン街花園五番街2F
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.12921591006776878,87.07840899322312,0.0,0.12921591006776878,26198,こっこめ,https://tabelog.com/tokyo/A1304/A130401/13059305/,居酒屋、ダイニングバー、焼酎バー,バー・お酒,35.69421417,139.7027033,東京都新宿区歌舞伎町1‐1‐5新宿花園ゴールデン街まねき通り2Fこのお店は「新宿区新宿3-11-2」から移転しています。※移転前の情報は最新のものとは異なります。移転前の店舗情報を見る
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.12805694090736366,87.19430590926363,0.0,0.12805694090736366,31674,鳥はな,https://tabelog.com/tokyo/A1304/A130401/13058653/,焼鳥,Ｂ級和食,35.69425194,139.7043694,東京都新宿区新宿5丁目18-18
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12689326779379456,87.31067322062054,0.0,0.12689326779379456,30531,カナル 新宿,https://tabelog.com/tokyo/A1304/A130401/13000017/,フレンチ,洋食・西洋料理,35.69306583,139.7037219,東京都新宿区新宿5-17-6三光町ハイム　Ｂ１Ｆ
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12635656338984647,87.36434366101535,0.0,0.12635656338984647,29945,オセロ,https://tabelog.com/tokyo/A1304/A130401/13114161/,ダイニングバー、洋食、バー,洋食・西洋料理,35.6930916,139.703849,東京都新宿区新宿5-17-6中田ビル3F
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.0901084869205306,90.98915130794694,0.0,0.0901084869205306,31504,しの,https://tabelog.com/tokyo/A1304/A130401/13074654/,居酒屋,居酒屋,35.69389278,139.7025458,東京都新宿区歌舞伎町1-1-9新宿ゴールデン街
"0,1,0,0,0,0.5,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.08230686381457972,91.76931361854203,0.0,0.08230686381457972,28042,トト バー,https://tabelog.com/tokyo/A1304/A130401/13118649/,バー、居酒屋・ダイニングバー（その他）,バー・お酒,35.69399389,139.7025528,東京都新宿区歌舞伎町1-1-8花園三番街2F
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.17350996856273626,82.64900314372638,0.5,0.5292501385834885,31579,追い風,https://tabelog.com/tokyo/A1304/A130401/13103148/,バー,バー・お酒,35.69406028,139.7026767,東京都新宿区歌舞伎町1-1-7新宿ゴールデン街花園五番街2F
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.12805694090736366,87.19430590926363,0.5,0.5161381405346364,31674,鳥はな,https://tabelog.com/tokyo/A1304/A130401/13058653/,焼鳥,Ｂ級和食,35.69425194,139.7043694,東京都新宿区新宿5丁目18-18
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.0901084869205306,90.98915130794694,0.5,0.5080546618377864,31504,しの,https://tabelog.com/tokyo/A1304/A130401/13074654/,居酒屋,居酒屋,35.69389278,139.7025458,東京都新宿区歌舞伎町1-1-9新宿ゴールデン街
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.30235692115345886,69.76430788465412,0.408248290464,0.5080220216054276,31455,エポカ,https://tabelog.com/tokyo/A1304/A130401/13169813/,バー,バー・お酒,35.69401167,139.7028075,東京都新宿区歌舞伎町1-1-7花園三番街
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.12921591006776878,87.07840899322312,0.408248290464,0.42820954926450244,26198,こっこめ,https://tabelog.com/tokyo/A1304/A130401/13059305/,居酒屋、ダイニングバー、焼酎バー,バー・お酒,35.69421417,139.7027033,東京都新宿区歌舞伎町1‐1‐5新宿花園ゴールデン街まねき通り2Fこのお店は「新宿区新宿3-11-2」から移転しています。※移転前の情報は最新のものとは異なります。移転前の店舗情報を見る
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.41233758369502427,58.766241630497575,0.0,0.41233758369502427,26176,とめ手羽 新宿店,https://tabelog.com/tokyo/A1304/A130401/13099197/,居酒屋、鳥料理、馬肉料理,創作料理・無国籍料理,35.69404318,139.7041486,東京都新宿区新宿5-18-20ルックハイツ新宿2Ｆ
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.39704634852020126,60.29536514797987,0.0,0.39704634852020126,26036,世界の山ちゃん 新宿花園店,https://tabelog.com/tokyo/A1304/A130401/13049445/,居酒屋、鳥料理、鍋（その他）,焼肉・ホルモン・鍋,35.69394083,139.7042036,東京都新宿区新宿5-18-17
"0,1,0,0,0,0,1,1,0","0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.26471024114833214,73.52897588516679,0.0,0.26471024114833214,28894,ブライアンバー ジー,https://tabelog.com/tokyo/A1304/A130401/13130438/,バー、ダイニングバー、ワインバー,バー・お酒,35.69392667,139.7027436,東京都新宿区歌舞伎町1-1-8新宿ゴールデン街花園一番街
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.2038776087716242,79.61223912283758,0.0,0.2038776087716242,26209,赤花,https://tabelog.com/tokyo/A1304/A130401/13144397/,沖縄料理,高級和食,35.69395806,139.7026814,東京都新宿区歌舞伎町1-1-8花園三番街
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.19335041738812833,80.66495826118717,0.0,0.19335041738812833,30549,bar plastic model,https://tabelog.com/tokyo/A1304/A130401/13004138/,バー,バー・お酒,35.69371111,139.7026719,東京都新宿区歌舞伎町1-1-10新宿ゴールデン街G2通り1F
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12689326779379456,87.31067322062054,0.0,0.12689326779379456,30531,カナル 新宿,https://tabelog.com/tokyo/A1304/A130401/13000017/,フレンチ,洋食・西洋料理,35.69306583,139.7037219,東京都新宿区新宿5-17-6三光町ハイム　Ｂ１Ｆ
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12635656338984647,87.36434366101535,0.0,0.12635656338984647,29945,オセロ,https://tabelog.com/tokyo/A1304/A130401/13114161/,ダイニングバー、洋食、バー,洋食・西洋料理,35.6930916,139.703849,東京都新宿区新宿5-17-6中田ビル3F
"0,1,0,0,0,0,1,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.08230686381457972,91.76931361854203,0.0,0.08230686381457972,28042,トト バー,https://tabelog.com/tokyo/A1304/A130401/13118649/,バー、居酒屋・ダイニングバー（その他）,バー・お酒,35.69399389,139.7025528,東京都新宿区歌舞伎町1-1-8花園三番街2F
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.41233758369502427,58.766241630497575,0.0,0.41233758369502427,26176,とめ手羽 新宿店,https://tabelog.com/tokyo/A1304/A130401/13099197/,居酒屋、鳥料理、馬肉料理,創作料理・無国籍料理,35.69404318,139.7041486,東京都新宿区新宿5-18-20ルックハイツ新宿2Ｆ
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.39704634852020126,60.29536514797987,0.0,0.39704634852020126,26036,世界の山ちゃん 新宿花園店,https://tabelog.com/tokyo/A1304/A130401/13049445/,居酒屋、鳥料理、鍋（その他）,焼肉・ホルモン・鍋,35.69394083,139.7042036,東京都新宿区新宿5-18-17
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.30235692115345886,69.76430788465412,0.0,0.30235692115345886,31455,エポカ,https://tabelog.com/tokyo/A1304/A130401/13169813/,バー,バー・お酒,35.69401167,139.7028075,東京都新宿区歌舞伎町1-1-7花園三番街
"0,1,0,0,0,0,1,0,1","0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.26471024114833214,73.52897588516679,0.0,0.26471024114833214,28894,ブライアンバー ジー,https://tabelog.com/tokyo/A1304/A130401/13130438/,バー、ダイニングバー、ワインバー,バー・お酒,35.69392667,139.7027436,東京都新宿区歌舞伎町1-1-8新宿ゴールデン街花園一番街
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.2038776087716242,79.61223912283758,0.0,0.2038776087716242,26209,赤花,https://tabelog.com/tokyo/A1304/A130401/13144397/,沖縄料理,高級和食,35.69395806,139.7026814,東京都新宿区歌舞伎町1-1-8花園三番街
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.19335041738812833,80.66495826118717,0.0,0.19335041738812833,30549,bar plastic model,https://tabelog.com/tokyo/A1304/A130401/13004138/,バー,バー・お酒,35.69371111,139.7026719,東京都新宿区歌舞伎町1-1-10新宿ゴールデン街G2通り1F
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.17350996856273626,82.64900314372638,0.0,0.17350996856273626,31579,追い風,https://tabelog.com/tokyo/A1304/A130401/13103148/,バー,バー・お酒,35.69406028,139.7026767,東京都新宿区歌舞伎町1-1-7新宿ゴールデン街花園五番街2F
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.12921591006776878,87.07840899322312,0.0,0.12921591006776878,26198,こっこめ,https://tabelog.com/tokyo/A1304/A130401/13059305/,居酒屋、ダイニングバー、焼酎バー,バー・お酒,35.69421417,139.7027033,東京都新宿区歌舞伎町1‐1‐5新宿花園ゴールデン街まねき通り2Fこのお店は「新宿区新宿3-11-2」から移転しています。※移転前の情報は最新のものとは異なります。移転前の店舗情報を見る
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.12805694090736366,87.19430590926363,0.0,0.12805694090736366,31674,鳥はな,https://tabelog.com/tokyo/A1304/A130401/13058653/,焼鳥,Ｂ級和食,35.69425194,139.7043694,東京都新宿区新宿5丁目18-18
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12689326779379456,87.31067322062054,0.0,0.12689326779379456,30531,カナル 新宿,https://tabelog.com/tokyo/A1304/A130401/13000017/,フレンチ,洋食・西洋料理,35.69306583,139.7037219,東京都新宿区新宿5-17-6三光町ハイム　Ｂ１Ｆ
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0",0.12635656338984647,87.36434366101535,0.0,0.12635656338984647,29945,オセロ,https://tabelog.com/tokyo/A1304/A130401/13114161/,ダイニングバー、洋食、バー,洋食・西洋料理,35.6930916,139.703849,東京都新宿区新宿5-17-6中田ビル3F
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.0901084869205306,90.98915130794694,0.0,0.0901084869205306,31504,しの,https://tabelog.com/tokyo/A1304/A130401/13074654/,居酒屋,居酒屋,35.69389278,139.7025458,東京都新宿区歌舞伎町1-1-9新宿ゴールデン街
"0,1,0,0,0,0,1,0,1","0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0",0.08230686381457972,91.76931361854203,0.0,0.08230686381457972,28042,トト バー,https://tabelog.com/tokyo/A1304/A130401/13118649/,バー、居酒屋・ダイニングバー（その他）,バー・お酒,35.69399389,139.7025528,東京都新宿区歌舞伎町1-1-8花園三番街2F
